,Text,Sentiment
9600,"White Bean Soup w/ Tuscan kale,  smoked ham stock, tomato, chorizo, mirepoix, garlic... #cheflife #familytime #socialdistancing #covid_19 #simple #good #food @ Los Angeles, California https://t.co/LGr0hArVkp",Neutral
9601,I know  we are in national crisis  of the corana virus bs  but please do no empty the. Supermarket  ppl  need milk and eggs and chicken  and   meat be considered to  other  #coronavirus #miamichef #cheflife #chefrecio305,Negative
9602,"Nice of @EE to send me another letter to let me know that the prices of my plan have gone up for the second time in the space of 3 months, especially during these difficult times where people may be struggling financially #CoronaCrisis",Negative
9603,"Confession time: I did two stock shops for myself and family back when this #coronavirus was only in China and Italy AND when there was enough food in shops to do so. 

Everyone said I was being stupid and over dramatic, but look at the world now! 

#Covid_19 #QuaratineAndChill",Negative
9604,"Getting a coronavirus test is the new ""white privilege""

Pence's staff, Lou Dobbs staff,  rich famous sports stars.",Extremely Positive
9605,Waiting for the grocery store to open. A line has already formed. Feel like IÂm playing Hunger Games. #coronavirus,Positive
9606,"Dear #entertainment industry,
If you have movies you intended to release before #COVID19 &amp; #coronavirus shut the world  down, how about offering them now Âon demandÂ at a higher rental price closer to normal ticket prices?

#movies #film #producers #writers #actors #directors",Positive
9607,As the spreads be sure to stock up and prepare your body and cabinets with these non perishable food items Find out what I recommend buying in this article from,Positive
9608,As many Americans grapple with the unprecedented crisis is making available for   our 50th anniversary edition of Surviving Debt an invaluable resource for consumers and consumer advocates,Extremely Negative
9609,Obamacare is turning 10 years old amid the pandemic Has the law helped Illinois consumers,Neutral
9610,"Please, please, PLEASE turn off Fox News! The life you're saving might be your own or a health care worker, hospital staff, first responder, grocery/drug store worker... #FoxNews
#coronavirus
https://t.co/2iopDtoMpe",Extremely Positive
9611,"Hear me out. Covid-19 came out during the age of online shopping and online food services, they're closing restaurants and businesses to prevent the spread, so we use the online services, this is just a whole ploy act to make us use online shopping.",Neutral
9612,The latest data found the average shipment volumes of food and beverage products and consumer packaged goods rose 17 and 38 respectively from the prior month,Positive
9613,"Is your local grocery store running low on baby formula? ""While homemade formula is never safe, there are smart steps to take to keep your baby healthy and fed.""
#CoronaCrisis
https://t.co/qKkCqC7SNZ",Positive
9614,"JPM: 
-Sales in the top 40 Chinese cities last week total 30K units vs 49K before the #coronavirus outbreak in Jan., or 61% of such.  At the current speed, sales should be down 20-25%YoY for March. 

-Home prices in tier-1 cities -5%, yet in tier-2 cities +10%.YoY #Chinaproperty",Positive
9615,"@megynkelly I agree that we need to focus on what needs to get done, but calling the #coronavirus the Chinese virus is really harmful. Physical assaults on Asians in public, etc...A Chinese man had a heart attack at my grocery store and no one wanted to h",Extremely Negative
9616,"Fuck testing the @NBA and Celebrities... Keep America's Truckers, Medical workers, and Grocery store workers tested and healthy. With out them, everything stops. The priorities of this world need to be adjusted... #coronavirus",Negative
9617,I been at the grocery store since 4:40am but at least my ass is first in line.  They open at 6am ? #Covid_19 #QuarentineLife,Extremely Negative
9618,"Are you #bored at home? $3 bonus to sign up and do a survey! I did one on #coronavirus for $1 already. Make some money for online shopping  https://t.co/dGNoZIxuha
#swagbucks #earnmoney #bonus #trusted",Positive
9619,@TheFreshMarket is gauging their meat prices. Report them. #COVID19 #FridayReads #coronavirus #pricegougers #pricegouging,Neutral
9620,"Cop - ÂYou canÂt steal food from little old ladies at the grocery store!Â

Baddies - Cough*

Cop - Âcarry onÂ

#coronavirus #COVID19",Negative
9621,"Supermarket has a bouncer now, one in one out, reminds me so much of my clubbing days ? everything is well stocked, glad to be in a smaller, calmer, no-nonsense town! #francelockdown #francecoronavirus #Covid_19 #ConfinementJour4 https://t.co/JHzBcFqq2t",Positive
9622,"'There's plenty of supply' Â Grocery store spokesman says public should not panic, shortages are temporary https://t.co/r2jtb1SMmW #Coronavirus #Coronaviruspanic via @theblaze https://t.co/TOSlBQ8a8H",Positive
9623,Scenes in UK off licence and supermarket drinks aisles right now,Neutral
9624,A supermarket has closed in in northern Italy because a 48 year old cashier a woman has died from 19,Negative
9625,"The best way to make social distancing fun...Let the queues outside supermarkets go in one by one and let them play 3 minutes of supermarket sweep??????

#Covid_19 #StayAtHomeChallenge #CoronaVirusUpdate #SocialDistanacing #StaySafe #coronavirus #SuperstoreÂ  #StopHoarding #StayHome",Extremely Positive
9626,IÂve just been told the Competition and Markets Authority is launching a task force to stop firms exploiting the crisis with excessive prices.,Extremely Negative
9627,A Danish supermarket introduced a new pricing strategy to prevent people overbuying essential items. 1 x hand sanitiser = Â5. However itÂs Â134 for two ????? problem solved! #CoronaCrisis #Covid_19,Positive
9628,"A friend has just taken four days to drive home from Alicante He's an ardent Brexiteer. 
In Madrid on Tuesday, the epicentre of Spain's COVID-19 epidemic, he says he went to a well-stocked supermarket. No panic buying, only sanitizers for hands and trolleys. 
And Brits #panicbuy",Positive
9629,"Extending the transition period: Johnson's chance to lead. Today's new post on my Brexit Blog on why Brexit still matters, extension isn't about stopping it - it's just commonsense, and as it's near inevitable Johnson should make a virtue of necessity: https://t.co/UzeWsmD1HO",Positive
9630,Instead of reassuring ourselves of our luxuries we should be looking after our necessities The system won t disappear if you loosen your grip on it it ll flourish,Extremely Positive
9631,"You know how in the film Tangled the evil step mother keeps Rapunzel locked in a tower under quarantine. 

Google the name of the kingdom in Tangled ?

#Tangled 
#Quarantine 
#QuarentineLife 
#COVID19 
#coronavirusuk 
#coronavirus 
#StaySafeStayHome 
#StayAtHome 
#StopHoarding",Extremely Negative
9632,This is awful to watch but a very important message we need to look after one another,Positive
9633,Spread the word If grocery store shelves are barren try Rite Aid or CVS Pharmacies are still open and often have tons of shelf stable protein shakes power bars and often other non perishable items along with necessities like milk,Positive
9634,@MbroCouncil @NHSEngland Middlesbrough has a brand new building which looks good to go in the failed SainsburyÂs supermarket near the riverside stadium possibly perfect for setting up a Coronavirus HQ for Teesside patients? #jamescookhospital #coronaviru,Positive
9635,"One thing that COVID-19 has demonstrated about the UK.
We are an island nation with an undeniable amount of selfish, greedy, glutinous pigs that care about no one else other than themselves. TheyÂve emptied supermarket shelves for no reason with no thought for others. Despicable.",Extremely Negative
9636,Just made a trip to the grocery store. It was horrible. There were so many people and I wanted to have 4-hour conversations with all of them. #extrovert #COVID_19 #quarantine #HelpMePleaseIAmGoingCrazyHaHaHaHaHaHaHahaHaHaHahaHaaaaa,Negative
9637,"Can we please stop wasting limited #Covid_19 tests on asymptomatic #NBA players?  I love you guys, but if weÂre testing asymptomatic people, shouldnÂt we start with healthcare workers, grocery store workers, or just about anyone else?",Positive
9638,"#Coronavirus: Asian woman kicked out of Ghanaian supermarket for refusing to use hand sanitizer - Watch Video
#viral
https://t.co/imAihaqCWt",Positive
9639,Paul McNamme Big Issue A universal basic income might be the only way to get money to people even though Iain Duncan Smith thinks it s a bad idea but something needs to be done now so people have cash,Negative
9640,Wow Early 311 complaint trends in the age of in NYC,Positive
9641,"Sound on!!
So accurate  ???
.
#zombie #apocalypse #panic #toiletpaper
#covid_19 #covid #supermarket #fearmongering #funny #nz https://t.co/DpN5vqHBO0",Neutral
9642,A critical care nurse whose worked a 48 hour shift goes to the supermarket to buy food supplies only to find the shelves stripped. A story on BBC news. People should be ashamed of their behavior. Not to mention the press are scare mongering in my view. #CoronaCrisis #bbcnews,Extremely Negative
9643,"Day 1 of lockdown complete. IÂm broke as a joke from online shopping and contemplate my an undercut.

WeÂll see how the next 13 dayÂs go. ?

#Covid_19 #StaySafeStayHome #StayAtHomeChallenge #queersinquarantine https://t.co/Ioa7rUAksg",Negative
